"name","num","time","value","nodes"
"heskia",1,0.107861,94,38
"heskia",2,0.32864,95,46
"heskia",3,0.143206,102,20
"heskia",4,0.209872,103,0
"heskia",5,0.342758,92,24
"heskia",6,0.195911,98,24
"heskia",7,0.313298,116,29
"heskia",8,0.126553,86,14
"heskia",9,0.359539,95,32
"heskia",10,0.180722,142,8
"heskia",11,0.422321,169,128
"heskia",12,0.261741,107,31
"heskia",13,0.127795,108,9
"heskia",14,0.15494,96,10
"heskia",15,0.180757,130,37
"heskia",16,0.21847,117,38
"heskia",17,0.04407,146,0
"heskia",18,0.17941,132,9
"heskia",19,0.162802,101,41
"heskia",20,0.321367,120,6
"heskia",21,0.276647,200,63
"heskia",22,0.167862,147,7
"heskia",23,0.261537,186,29
"heskia",24,0.236654,181,61
"heskia",25,0.356324,142,86
"heskia",26,0.202953,194,58
"heskia",27,0.152075,149,32
"heskia",28,0.0409241,191,0
"heskia",29,0.30044,170,30
"heskia",30,0.056215,165,0
"heskia",31,0.170375,204,56
"heskia",32,0.18187,147,26
"heskia",33,0.35386,211,62
"heskia",34,0.0630941,127,28
"heskia",35,0.201449,181,48
"heskia",36,0.237473,179,18
"heskia",37,0.19131,191,37
"heskia",38,0.132075,152,15
"heskia",39,0.352646,167,47
"heskia",40,0.212488,153,27
"heskia",41,0.49167,35,0
"heskia",42,0.516224,40,0
"heskia",43,0.859732,35,14
"heskia",44,0.235471,30,0
"heskia",45,2.50786,40,465
"heskia",46,0.867025,29,24
"heskia",47,0.0599999,25,0
"heskia",48,0.56176,43,0
"heskia",49,0.97013,38,30
"heskia",50,1.03482,34,25
"heskia",51,0.434871,51,9
"heskia",52,0.58282,50,90
"heskia",53,0.041908,52,0
"heskia",54,0.381805,33,59
"heskia",55,0.522559,38,16
"heskia",56,0.224351,34,19
"heskia",57,0.462257,42,29
"heskia",58,0.808016,39,80
"heskia",59,0.729662,59,219
"heskia",60,0.248711,28,0
"heskia",61,0.517238,66,0
"heskia",62,0.503419,56,23
"heskia",63,0.822946,69,20
"heskia",64,0.410864,126,0
"heskia",65,0.127481,107,0
"heskia",66,0.152914,39,0
"heskia",67,0.509955,87,0
"heskia",68,2.17,62,304
"heskia",69,0.939055,61,49
"heskia",70,1.11422,79,220
"heskia",71,0.780673,91,30
"heskia",72,0.955487,65,19
"heskia",73,1.35914,73,150
"heskia",74,0.83948,57,39
"heskia",75,0.882368,65,93
"heskia",76,0.847615,70,177
"heskia",77,2.07576,71,572
"heskia",78,0.929451,58,47
"heskia",79,0.169432,46,0
"heskia",80,1.03555,76,31
"roszieg",1,0.575468,20,42
"roszieg",2,0.466972,22,25
"roszieg",3,0.423607,18,0
"roszieg",4,0.163901,18,11
"roszieg",5,0.440153,17,15
"roszieg",6,0.567408,24,23
"roszieg",7,0.691679,21,86
"roszieg",8,0.719529,20,44
"roszieg",9,0.893292,22,104
"roszieg",10,0.627265,19,43
"roszieg",11,0.254837,30,15
"roszieg",12,0.655569,27,0
"roszieg",13,0.00904989,76,0
"roszieg",14,0.444177,25,4
"roszieg",15,1.65131,26,20
"roszieg",16,0.0956569,22,0
"roszieg",17,0.0436358,22,0
"roszieg",18,0.487357,20,37
"roszieg",19,0.0416231,27,0
"roszieg",20,0.070127,40,0
"roszieg",21,0.781565,28,30
"roszieg",22,1.85248,30,35
"roszieg",23,0.832155,26,29
"roszieg",24,0.552766,33,38
"roszieg",25,0.770386,28,92
"roszieg",26,0.804943,27,50
"roszieg",27,0.155641,21,0
"roszieg",28,0.484882,28,30
"roszieg",29,0.437894,27,16
"roszieg",30,1.57233,33,105
"roszieg",31,0.749856,31,116
"roszieg",32,0.65434,29,38
"roszieg",33,0.994238,32,99
"roszieg",34,0.535224,27,27
"roszieg",35,0.404005,27,17
"roszieg",36,0.371518,29,12
"roszieg",37,0.884856,27,51
"roszieg",38,1.58938,28,36
"roszieg",39,0.265275,21,16
"roszieg",40,0.971957,29,88
"roszieg",41,3.76965,10,296
"roszieg",42,5.26655,10,256
"roszieg",43,3.97415,10,355
"roszieg",44,6.37657,9,379
"roszieg",45,3.00904,12,212
"roszieg",46,0.888001,9,17
"roszieg",47,5.38562,10,253
"roszieg",48,1.35869,8,0
"roszieg",49,3.52354,10,230
"roszieg",50,1.15504,9,66
"roszieg",51,1.88068,11,183
"roszieg",52,1.18333,10,41
"roszieg",53,0.497116,10,7
"roszieg",54,1.29817,10,97
"roszieg",55,2.20346,11,222
"roszieg",56,2.40438,13,185
"roszieg",57,2.65879,13,418
"roszieg",58,2.36704,11,162
"roszieg",59,0.987109,12,13
"roszieg",60,1.48914,9,260
"roszieg",61,5.5747,16,612
"roszieg",62,4.07906,13,373
"roszieg",63,4.30925,19,302
"roszieg",64,3.41882,16,208
"roszieg",65,1.91969,14,79
"roszieg",66,1.54735,17,19
"roszieg",67,5.7364,17,640
"roszieg",68,2.09667,16,170
"roszieg",69,1.5624,15,97
"roszieg",70,5.24733,17,519
"roszieg",71,2.59385,15,124
"roszieg",72,2.62062,16,298
"roszieg",73,2.10481,16,181
"roszieg",74,3.35114,16,161
"roszieg",75,3.94989,16,390
"roszieg",76,2.38813,17,169
"roszieg",77,1.92089,13,88
"roszieg",78,3.23363,14,262
"roszieg",79,5.86092,14,397
"roszieg",80,3.29089,14,78
